"Data Source","World Development Indicators",

"Last Updated Date","2025-01-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Azerbaijan","AZE","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.2355281735336","85.3001141215844","85.2624731021368","85.558599695586","86.1429811316268","86.7058189149904","86.9193412162162","87.1550432412662","87.3946675248209","87.728785857639","87.8491824021803","88.2519870917515","89.679840506626","88.7518316238178","88.8209667381232","89.138311725075","88.6572832562657","82.9924665999647","85.6839164237123","90.3663374037489","96.3067358180588","94.0560215223928","92.1575033448458","91.6436389459222","91.8059767452492","92.1452702702703","91.7931646693298","91.2414753978148","91.4974433893353","91.4359785569909","91.5453304515982","91.9850799180012","92.0419835898664","91.8754333604655",
"Burundi","BDI","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100.822623254155","100.929032258065","101.027958203897","101.204022529816","101.368412572362","101.433159792679","101.582764155254","101.746942258462","101.869013223358","101.828958509738","101.7431640625","101.580107639445","101.329341168578","100.969888350062","100.466162184014","99.8102055893817","98.9724751788535","99.9961379026236","100.896496568804","101.609865586543","102.224600861469","102.80671856643","103.289235698414","103.677525229684","104.00858335811","103.376995497339","102.811774702906","102.595120717988","102.689022461246","103.009097270819","100.029286305469","103.479759271642","103.113209968432","103.213425550275",
"Belgium","BEL","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.9030641583833","61.9115269681086","63.5289296836584","65.2657867751646","65.5426420036012","66.1387434554974","66.5102081008337","67.5654281897788","68.5953961491463","70.5373636972976","70.9930497908427","69.2072009406933","70.5552327994024","71.2806276804415","73.6112034022194","74.4354654762293","75.2941563136791","76.1855703819989","77.1030494216614","77.7505626903217","78.4479219691621","78.741223671013","78.8202453782636","80.0311385666215","81.1469328567093","81.4957424432609","81.3496452331932","81.3808312128923","82.9520521150477","83.3452162694371","83.4576794443015","83.7722721873409","84.3332265731672","84.2294754990619",
"Benin","BEN","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.3863723478614","64.3734145104008","64.3735973746236","65.8888838227248","67.4656034661566","69.1084472093105","70.8264599142197","72.6235469448584","74.509732932672","76.4917940633745","78.5792985627097","80.7811990263244","83.1115126221498","84.2124129455141","85.330791426216","86.4687965783164","87.6234072798884","88.7996430165105","89.9960375115573","91.2119318861579","92.4513660324851","93.7123772842964","94.2814934192855","94.8394787244016","95.3876978561411","95.9223637235573","96.4475030224123","96.9605024313331","97.4615465933717","97.9532934447402","97.0430178340929","96.8820435762585","96.0451100592328","96.324044978835",
"Burkina Faso","BFA","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.4217445672378","89.2817368805895","88.3208223439508","87.3194420915918","86.2773722627737","85.1952234608362","84.0708668575844","82.909857069643","81.7068298307097","80.4657816433967","79.1876075731497","77.8720025774382","76.5204145221225","75.1342779089688","73.717338288236","72.2690250637956","70.7905105989921","71.3385396885682","71.9693772982097","72.6901674306866","73.5097850897434","74.4365105582802","75.4832858253433","76.6567022036454","77.9721508719751","77.8337390525756","77.7226717712231","77.6375818715651","77.5806173748258","77.5686440954651","77.2634468559664","77.0836664712258","76.7637167648316","76.8389125621034",
"Bangladesh","BGD","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.5152290935689","27.9379486944991","28.4366098902985","28.9932901275563","29.6072091903419","30.2759563155296","30.9748156329456","31.6188500979375","32.1645655759449","32.642624616166","33.0576125506868","33.2998394604022","33.3937121430632","33.4605143337983","33.5218437935523","33.5911602209945","33.6327563402151","35.8763775308124","38.2611365676225","40.7935575874507","43.4845589219851","42.6636128843624","41.851332398317","41.0466805865905","41.2810643975259","41.5316587395957","41.8012329348342","45.0526367511393","46.9184327254805","48.6207492653051","50.1122369253283","52.03519811228","53.6787653896248","53.9008841264165",
"Bulgaria","BGR","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.3539280222533","85.240682423781","85.1540713283564","84.3516774778545","83.578010581269","82.8242663100852","82.1287802463899","81.14809181905","80.5025857932432","79.7456647398844","79.1616060584411","82.3942791559989","82.3860900579581","80.3369981735487","80.9144495778238","79.6979596208429","81.0395644786574","80.8765878691007","79.8732999167306","79.327248419628","80.2224533619648","80.9678194044188","81.5973049307517","81.2447688238642","80.6977752576632","81.0583753389563","79.5389000670691","80.4384841163021","79.3695627612699","79.2160883280757","78.6495884642379","78.9417750869509","80.1243415120308","80.8243472202429",
"Bahrain","BHR","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.3610601520037","33.102585961921","33.9447662179538","34.8631516316536","35.7783070426749","36.6780726902802","37.5659718597395","38.4500069725282","39.3316673446853","40.2033851083095","41.0802172478084","42.151439793618","43.3165121464617","44.4355001006239","45.4387571817717","46.3231443127172","47.0983810709838","47.7984903260754","48.4866870464145","49.2286714660442","50.1484089183406","49.2345227908698","49.3731184904093","49.5181000691722","49.7776494369044","50.0247995847511","50.0402178659251","49.8950290821068","49.7238584042345","49.3278346715202","49.0476640593615","49.2957746478873","49.8493448251699","50.0825101685067",
"Bahamas, The","BHS","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.1408100710168","81.1320518439672","81.1468374898937","81.1798447312466","81.2229543666404","81.6049397901573","81.98670605613","81.9335072349641","82.4451565195958","83.3386909324695","83.7907492534724","84.0498032449073","84.3646181985591","84.0873149289601","84.1750589644716","84.6592189965684","85.0130043096408","85.1996976187476","84.7674521224958","84.0030746355171","84.1364853260595","84.121023618065","84.4765114275579","83.8988411517636","84.033921903677","84.0212055265955","83.7441099559115","83.9745937140909","84.280809814712","84.0727813409609","84.0372254954472","84.5348532494759","84.5650677071379","85.252372983124",
"Bosnia and Herzegovina","BIH","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.9043670782627","63.8168871409844","63.4004641760874","62.7474668156627","62.2788674349386","62.1438033332307","62.3939023824616","62.6698480083045","62.8291516581791","62.9941218548813","63.1964877866517","63.3608600810221","63.4740436945436","63.5494901862811","63.6309598298085","63.6570121712433","63.7418282722185","63.7897774501655","63.8106735231406","63.4162016427362","63.2086416656215","63.0286001318557","62.77773403669","62.7297874021971","62.6373451889489","62.7543210663945","62.8231826482555","62.9259259259259","63.0637346254193","63.1507632030038","62.8143929417962","63.4001815630932","63.7017323459402","65.2090721649485",
"Belarus","BLR","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.6320689758405","79.5107309019961","79.1747849285093","79.0008099109098","78.7990306076654","78.6992840095465","78.855814650971","79.2193645990923","79.7130306576888","80.1602505625494","80.7804450621667","81.3782836864502","81.8449033457807","82.199242775691","82.4289598709176","82.580443238893","82.7210904555443","82.8136544997783","82.8649830513449","82.8659574777711","82.8406039784046","82.8081132183579","82.7801745618157","82.7340882357109","82.6978767887666","82.6565561177747","82.6035586187496","81.9173636948555","80.6890992230608","81.6306510832703","81.1023732424969","81.4960021359414","81.0766881051466","81.0579843209266",
"Belize","BLZ","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.4541668808802","42.5272123723013","43.7353464045552","44.299619673822","44.2305459143517","45.6170910395","47.0174501424501","48.4317168374114","50.3818557547908","49.6858049588449","50.3331689615496","50.9825493171472","51.6358715584728","52.2936824132043","52.9528579921325","53.616606790467","54.2823166257622","54.9513531294677","55.6231810704796","56.2971399645659","56.973917447455","57.6526345135211","58.334601531984","59.0174129353234","59.5369404906974","60.7131622985266","61.8938372136996","61.4101706889374","65.4599200999369","69.3808858375357","66.2890322580645","64.2268000159382","64.9159468129001","65.6477749005579",
"Bermuda","BMU","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.6676967824032","68.1815431897105","68.398462601695","69.1217889574127","70.0715363278018","70.967230894844","71.7823534437514","72.6124607624003","72.6284972316135","72.6461916461916","72.666789872482","72.6876220129982","72.7108291933546","72.7366446820931","72.7625926156528","72.7920797023646","72.8204678874967","72.8520870460079","72.8869650564357","72.921687127014","72.9587834931559","72.9979322855222","73.0382242574572","73.0809459424985","73.1267108393666","73.1727340362759","73.2218434424648","75.6807968555955","79.4467638309042","80.737869757578","81.8393931075787","84.0356209420864","84.4956582187504","84.7314032545041",
"Brazil","BRA","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.981321973598","52.0510600458651","53.7345791749638","55.4595313279043","57.2172102706454","59.0103023137983","59.073674819716","59.8085712881506","61.2042946910098","62.8274258576764","64.6384182903873","66.5732208631375","68.3800310761365","68.9491969185842","69.9876735761723","71.3851677945035","71.3226205191595","71.4969831692601","71.1687684941771","71.9065415808609","70.8572531857382","69.780814415918","69.1783331152689","69.2409526430996","69.4903635740462","70.430590410778","70.8525284617421","72.3163916977116","72.8903193066332","73.823030820775","70.7978790734308","71.9779466220479","73.1152436541333","72.7679304119481",
"Barbados","BRB","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.3164039620456","80.0964875381218","80.948708060162","81.2722249395217","81.6274208180491","82.6221341193041","85.1070377308001","83.3064601395644","83.56873885182","83.8086427910665","84.0228245363766","84.2363751584284","84.4718691366507","84.6854589205913","84.9069724722492","85.2753134104061","85.6531758224294","86.0547114079672","86.4459361878527","86.7995320127486","87.1238656803213","87.4433912227496","86.3240119160386","87.5268405432389","90.5361285333792","88.7207347044367","89.3001999428735","88.9972660477302","87.6711159176936","89.723262558109","89.5966344230969","89.8788363550184","88.6262047253449","89.7667890949267",
"Brunei Darussalam","BRN","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.2914504767369","56.3936895031516","57.6952992076224","59.0275073028238","60.3853475204998","61.7572863090865","63.1365989841473","64.5178028711917","65.9181748218763","67.3452839838828","68.7890340866337","70.2331096422625","70.7568691067627","71.2931704396346","71.8223269634715","72.3384801617452","72.8619720498906","73.5163988984743","74.2691674893057","74.9731713456723","75.6227710650982","76.2175660697355","76.7942455311611","77.396002160994","78.0138467607013","78.6380891038906","79.2619284294234","79.8707256046706","77.9792221126437","75.1580096921712","75.5016745550666","76.3212146538515","73.4573558580124","73.2353705755996",
"Bhutan","BTN","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.648684412623","65.0615118401403","65.6015037593985","66.2842529188924","67.0352893147461","67.9087902271795","68.8909124021125","69.9698269016992","71.1743728480079","72.7616300753375","74.7696812135592","76.9595469048321","79.2602034180475","81.6131074877315","83.9936905143835","85.9226772822347","87.1206062167035","88.0647749058425","88.9778493098369","89.7532350285886","87.7213155634369","86.9871043376319","96.2843665562459","81.6919599612528","77.207198178981","78.5899103683902","78.754967647523","78.9227402309442","79.0958084697519","85.1535069239628","87.6086382156217","89.3277912354107","72.8186709562902","78.4740124740125",
"Botswana","BWA","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.8053777208707","63.234554203811","63.6923236757009","64.229194731817","64.8824220658331","65.6439586284309","66.4618632598928","67.3369110199152","68.1513456493678","70.0829409170449","72.4109689213894","73.4622041007891","74.5833824048993","75.7596807567248","76.9818316648128","78.2732956236975","79.6537702565329","79.7708630921702","79.9959329518055","80.3158755433145","79.9643183760364","80.5011816114505","81.0367483131801","81.5344335598506","82.0039909616457","82.446683852824","82.8764018657426","83.2961358365061","83.7068601928475","84.1229583037435","84.3038087991765","85.3034820110568","86.4019722330349","86.653459935788",
"Central African Republic","CAF","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.8263698281997","83.4265893612173","83.1443793556206","82.9688819429565","82.8699856462945","82.7404529279364","82.6353999196141","82.6269323990004","82.6692126023818","82.7587940962007","82.8850486463355","82.923543704599","83.0129012750088","83.163432666347","83.227085095371","83.2895468094781","83.2243568705663","83.0799677305501","82.9857437912448","82.7248899534732","82.3969056085844","82.0407300576885","81.4681121975944","80.8542787646495","80.0886950377076","79.6167923019124","79.6225820526494","79.6004409929611","79.5821727019499","79.6050799646485","79.6047005936821","79.9458426250398","79.4953557753862","79.4404362618536",
"Canada","CAN","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.2062746027358","77.1713019804623","77.6125478277387","77.9141439680739","77.9297678116177","78.5671806928981","78.8688367440503","79.237688079507","80.1707001765385","80.6029886299112","81.3051732978561","81.8275154004107","82.603083936344","83.5128530668523","83.9457645689242","83.9416460225709","84.4260713793579","85.0508082504888","85.0111242343505","85.7390244240333","86.2185740565249","85.9687046747741","86.2946291274079","86.5709684195785","86.2307508065993","85.9420371571143","86.321356662791","86.458937950366","86.7878598069641","86.913275441285","86.147663470048","86.7912915277042","87.7809251297684","87.7189961689122",
"Central Europe and the Baltics","CEB","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.3115496468511","76.0097175493437","75.8671750504998","75.7256065785744","75.6945023051871","75.5248500061915","75.4144922791079","75.2041873439307","75.3312476468934","75.7245209698679","76.3311280192423","76.704538611569","76.3669903389044","76.3196590158224","75.9441522988846","75.5903537543886","75.4479037780783","75.1096591603446","75.1072502847479","74.9258278987974","75.6350155951278","75.6207952075334","75.8441470298148","75.7830256772735","75.8734449690346","75.951245084396","75.7749034563978","75.8642726236112","75.8655621765367","75.5377499498442","75.0750843746186","76.0162071134374","76.923889791782","77.560003038813",
"Switzerland","CHE","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.4553813975436","65.846282860882","66.7844025543569","67.6187062332774","67.553053157183","67.5349296213577","72.2249034749035","72.5414484331791","73.989898989899","74.5017111655152","74.1534698081627","76.0050673492076","77.386508826367","77.5268747149651","77.8954578986194","79.090097413414","79.3124502256437","79.1926983581873","81.320939853612","81.9401060704744","80.7471882903729","81.0963046212304","81.6974526137873","82.4468300041755","83.5260193494489","83.9537419728322","84.3915521287295","84.11584793282","84.7928189807151","85.5668145254276","85.2387627070207","85.6757982708141","85.502349767804","85.8245043605252",
"Channel Islands","CHI","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.0720436280138","65.9253750554181","66.3363646762755","65.7856491508036","65.5345733352265","65.9877338847892","67.2646249042037","68.0284570162733","68.4616475258755","70.0971536677999","71.1603754743359","71.8477342082265","73.254371285129","74.0687077096947","74.2599947815499","75.0922509225092","75.656042593538","76.3790830525853","76.7151645060414","77.277284656896","77.7372965447787","75.3218409449516","75.9916987844649","76.1358230256898","76.4025026068822","76.4850526064797","77.3334332608859","78.0636996414259","78.5053520870868","79.0992280402576","78.9954760912193","79.3083334612492","79.4403330249769","78.7211902839038",
"Chile","CHL","Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","SL.TLF.CACT.FM.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.4028453812838","42.3406862745098","43.6961938537396","44.7266754270696","45.5905511811024","46.745192057122","47.6750068096035","49.1266690252499","49.6680399926523","50.2910852662011","50.4949036310791","49.7325551478056","49.8522814312288","51.9451964435405","54.4204185865764","55.9044368600683","56.636488340192","57.9522221764843","60.2755798090041","61.5880509656134","63.1008024207711","65.3706035198628","65.9841799397331","66.8449342300732","67.7925096973874","67.6173795890872","68.4442521431083","69.5261899002929","70.6043993049475","71.4192699502177","67.3065244760424","67.7276296274755","70.9759800235518","72.8824494719273",
